Datum,Bundesland,Behandlungsgruppe,Anzahl_Meldebereiche,"Aktuelle_COVID_Faelle_ITS",Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve,"Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe","faelle_covid_erstaufnahmen"
"2021-01-28T12:15:00+01:00",DEUTSCHLAND,KINDER,355,10,1906,890,452,817,264,195,55,49,56,NA
"2021-01-29T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4367,20726,3424,10334,3084,1507,443,298,446,146,NA
"2021-01-29T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1920,883,449,816,258,198,54,48,55,NA
"2021-01-30T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4342,20403,3635,10399,3132,1515,432,289,458,154,NA
"2021-01-30T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1945,861,451,791,234,196,54,49,56,NA
"2021-01-31T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,4337,20055,3937,10412,3273,1559,430,285,459,159,NA
"2021-01-31T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1935,868,448,812,241,193,54,49,59,NA
"2021-02-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4313,20275,3826,10402,3254,1555,440,294,444,156,NA
"2021-02-01T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1925,880,446,810,237,202,52,49,52,NA
"2021-02-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4252,20624,3578,10377,3127,1529,450,288,443,153,NA
"2021-02-02T12:15:00+01:00",DEUTSCHLAND,KINDER,355,11,1925,882,447,844,244,208,50,47,50,NA
"2021-02-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4207,20898,3382,10341,3012,1497,441,292,451,150,NA
"2021-02-03T12:15:00+01:00",DEUTSCHLAND,KINDER,355,15,1944,871,444,841,248,209,52,46,48,NA
"2021-02-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4170,20813,3437,10328,3085,1509,441,299,450,144,NA
"2021-02-04T12:15:00+01:00",DEUTSCHLAND,KINDER,355,8,1926,898,441,853,249,208,56,42,49,NA
"2021-02-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,4066,20746,3453,10335,3188,1537,443,304,440,147,NA
"2021-02-05T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1927,887,437,841,261,208,51,43,53,NA
"2021-02-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3958,20369,3696,10367,3281,1556,434,308,440,152,NA
"2021-02-06T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1903,914,441,837,255,206,51,47,51,NA
"2021-02-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3926,19868,4126,10398,3544,1642,458,293,429,154,NA
"2021-02-07T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1873,936,436,835,254,207,50,45,53,NA
"2021-02-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3951,20117,3935,10380,3372,1561,463,286,432,152,NA
"2021-02-08T12:15:00+01:00",DEUTSCHLAND,KINDER,355,5,1855,958,439,855,266,207,54,43,51,NA
"2021-02-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3840,20484,3682,10363,3282,1583,465,294,426,148,NA
"2021-02-09T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1888,927,439,838,259,203,54,43,55,NA
"2021-02-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,3732,20565,3620,10335,3242,1572,469,291,424,150,NA
"2021-02-10T12:15:00+01:00",DEUTSCHLAND,KINDER,355,6,1903,903,441,821,254,205,53,42,55,NA
"2021-02-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3668,20496,3669,10351,3259,1582,461,299,425,150,NA
"2021-02-11T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1906,904,441,815,242,202,53,44,56,NA
"2021-02-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3546,20422,3739,10320,3319,1620,466,292,428,149,NA
"2021-02-12T12:15:00+01:00",DEUTSCHLAND,KINDER,356,5,1935,881,438,815,250,209,48,46,53,NA
"2021-02-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,3479,20144,3838,10354,3364,1625,463,286,432,154,NA
"2021-02-13T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1926,903,441,820,245,208,49,45,54,NA
"2021-02-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3417,19689,4175,10389,3519,1706,474,276,429,154,NA
"2021-02-14T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1893,915,438,846,253,208,49,49,50,NA
"2021-02-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3426,19921,4056,10360,3507,1701,496,260,426,151,NA
"2021-02-15T12:15:00+01:00",DEUTSCHLAND,KINDER,356,10,1876,929,438,844,259,202,53,49,52,NA
"2021-02-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3342,20410,3691,10377,3297,1605,497,266,421,149,NA
"2021-02-16T12:15:00+01:00",DEUTSCHLAND,KINDER,356,12,1879,923,442,842,251,204,53,46,53,NA
"2021-02-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3239,20464,3635,10344,3235,1610,488,270,425,149,NA
"2021-02-17T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1886,907,441,841,252,204,53,47,51,NA
"2021-02-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3169,20429,3673,10346,3268,1581,500,257,426,149,NA
"2021-02-18T12:15:00+01:00",DEUTSCHLAND,KINDER,355,9,1899,904,442,824,258,204,53,47,51,NA
"2021-02-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3114,20412,3602,10380,3232,1568,501,259,423,149,NA
"2021-02-19T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1905,895,444,808,258,206,47,50,52,NA
"2021-02-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3068,20169,3719,10386,3271,1555,505,257,417,153,NA
"2021-02-20T12:15:00+01:00",DEUTSCHLAND,KINDER,355,13,1867,934,444,827,263,211,45,49,50,NA
"2021-02-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3049,19746,4053,10391,3472,1630,510,253,410,159,NA
"2021-02-21T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1876,928,443,834,261,210,46,49,50,NA
"2021-02-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3053,19963,4013,10395,3464,1627,523,269,388,152,NA
"2021-02-22T12:15:00+01:00",DEUTSCHLAND,KINDER,355,5,1868,932,445,830,258,211,45,50,49,NA
"2021-02-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3030,20408,3679,10384,3306,1557,523,274,386,150,NA
"2021-02-23T12:15:00+01:00",DEUTSCHLAND,KINDER,355,7,1897,894,443,818,259,209,45,53,48,NA
"2021-02-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2950,20553,3546,10380,3252,1544,517,279,391,146,NA
"2021-02-24T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1933,878,451,794,255,210,40,57,49,NA
"2021-02-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2891,20546,3567,10377,3252,1553,523,284,381,146,NA
"2021-02-25T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1887,931,448,823,261,212,41,56,47,NA
"2021-02-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1334,2841,20435,3621,10370,3244,1572,525,280,379,150,NA
"2021-02-26T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1891,924,446,817,264,210,42,56,48,NA
"2021-02-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2820,20059,3839,10382,3322,1547,515,283,382,152,NA
"2021-02-27T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1856,957,447,820,270,207,42,57,50,NA
"2021-02-28T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2834,19606,4207,10469,3583,1616,538,257,383,154,NA
"2021-02-28T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1845,960,449,842,268,210,41,55,50,NA
"2021-03-01T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2862,19831,4155,10453,3574,1659,545,253,388,147,NA
"2021-03-01T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1882,935,440,843,266,211,41,55,49,NA
"2021-03-02T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1335,2849,20435,3699,10418,3363,1524,531,258,393,153,NA
"2021-03-02T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1882,930,444,852,265,207,43,56,50,NA
"2021-03-03T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2816,20418,3732,10414,3388,1524,543,252,390,148,NA
"2021-03-03T12:15:00+01:00",DEUTSCHLAND,KINDER,356,7,1885,928,442,843,262,207,44,55,50,NA
"2021-03-04T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2805,20397,3722,10440,3345,1491,537,260,387,149,NA
"2021-03-04T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1897,909,444,813,259,208,40,56,52,NA
"2021-03-05T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2756,20404,3678,10448,3296,1482,534,257,393,148,NA
"2021-03-05T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1908,901,446,810,250,210,35,62,49,NA
"2021-03-06T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,2746,20021,3948,10495,3439,1566,530,264,379,158,NA
"2021-03-06T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1900,921,441,819,253,207,37,62,50,NA
"2021-03-07T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2779,19626,4276,10522,3598,1583,541,254,381,156,NA
"2021-03-07T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1860,956,445,825,257,212,35,60,49,NA
"2021-03-08T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1331,2857,19853,4180,10442,3549,1522,545,264,369,153,NA
"2021-03-08T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1843,984,445,836,256,210,36,60,50,NA
"2021-03-09T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,2776,20288,3888,10428,3438,1508,535,274,365,158,NA
"2021-03-09T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1821,998,445,844,260,206,41,57,52,NA
"2021-03-10T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2727,20512,3670,10417,3350,1476,540,267,374,152,NA
"2021-03-10T12:15:00+01:00",DEUTSCHLAND,KINDER,356,9,1848,971,443,848,255,214,41,50,51,NA
"2021-03-11T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2748,20538,3639,10427,3248,1431,527,275,382,149,NA
"2021-03-11T12:15:00+01:00",DEUTSCHLAND,KINDER,356,10,1887,923,442,816,247,211,41,52,52,NA
"2021-03-12T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2747,20544,3594,10410,3278,1427,522,266,397,148,NA
"2021-03-12T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1919,896,441,785,246,213,42,50,51,NA
"2021-03-13T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2713,20147,3823,10444,3321,1447,526,254,404,149,NA
"2021-03-13T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1887,923,442,805,258,215,42,50,49,NA
"2021-03-14T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2767,19717,4142,10472,3477,1474,520,273,395,145,NA
"2021-03-14T12:15:00+01:00",DEUTSCHLAND,KINDER,356,6,1867,938,444,827,263,215,45,47,49,NA
"2021-03-15T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2825,19882,4119,10437,3496,1502,537,256,395,145,NA
"2021-03-15T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1892,917,442,834,257,214,42,49,51,NA
"2021-03-16T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2844,20426,3673,10434,3298,1462,535,267,384,147,NA
"2021-03-16T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1872,933,443,822,245,212,43,50,51,NA
"2021-03-17T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2849,20544,3568,10419,3234,1424,523,277,384,149,NA
"2021-03-17T12:15:00+01:00",DEUTSCHLAND,KINDER,356,10,1867,928,448,800,241,209,44,52,51,NA
"2021-03-18T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2887,20566,3508,10425,3208,1432,524,270,395,144,NA
"2021-03-18T12:15:00+01:00",DEUTSCHLAND,KINDER,356,8,1903,892,444,781,233,208,49,50,49,NA
"2021-03-19T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2938,20535,3469,10430,3189,1392,509,277,401,146,NA
"2021-03-19T12:15:00+01:00",DEUTSCHLAND,KINDER,356,13,1907,897,444,820,248,208,49,52,47,NA
"2021-03-20T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,2945,20120,3713,10482,3283,1468,511,271,397,154,NA
"2021-03-20T12:15:00+01:00",DEUTSCHLAND,KINDER,356,13,1901,903,447,821,240,208,48,51,49,NA
"2021-03-21T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3044,19665,4114,10500,3476,1493,522,270,387,154,NA
"2021-03-21T12:15:00+01:00",DEUTSCHLAND,KINDER,356,12,1885,918,446,845,246,210,44,53,49,NA
"2021-03-22T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3139,20007,3958,10472,3401,1428,524,264,399,146,NA
"2021-03-22T12:15:00+01:00",DEUTSCHLAND,KINDER,356,11,1885,923,443,871,244,214,50,45,47,NA
"2021-03-23T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3156,20548,3501,10431,3184,1399,516,266,404,147,NA
"2021-03-23T12:15:00+01:00",DEUTSCHLAND,KINDER,356,12,1900,911,442,856,245,211,51,46,48,NA
"2021-03-24T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3196,20701,3397,10433,3126,1395,502,272,414,145,NA
"2021-03-24T12:15:00+01:00",DEUTSCHLAND,KINDER,356,11,1910,904,440,852,239,211,51,47,47,NA
"2021-03-25T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1332,3249,20698,3377,10404,3090,1378,486,285,411,150,NA
"2021-03-25T12:15:00+01:00",DEUTSCHLAND,KINDER,356,12,1912,900,437,830,230,210,53,46,47,NA
"2021-03-26T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3322,20729,3278,10442,2959,1292,491,272,423,147,NA
"2021-03-26T12:15:00+01:00",DEUTSCHLAND,KINDER,356,11,1936,862,443,803,232,211,49,50,46,NA
"2021-03-27T12:15:00+01:00",DEUTSCHLAND,ERWACHSENE,1333,3379,20458,3395,10460,3045,1315,477,274,428,154,NA
"2021-03-27T12:15:00+01:00",DEUTSCHLAND,KINDER,356,11,1919,882,438,827,233,213,46,49,48,NA
"2021-03-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,3444,19903,3849,10466,3219,1366,489,268,424,151,NA
"2021-03-28T12:15:00+02:00",DEUTSCHLAND,KINDER,356,11,1901,902,441,809,230,211,46,52,47,NA
"2021-03-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,3559,20078,3845,10452,3224,1346,486,278,418,151,NA
"2021-03-29T12:15:00+02:00",DEUTSCHLAND,KINDER,355,12,1911,879,439,833,231,207,45,53,50,NA
"2021-03-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,3588,20524,3498,10436,3090,1360,490,272,415,156,NA
"2021-03-30T12:15:00+02:00",DEUTSCHLAND,KINDER,356,11,1917,890,442,836,240,211,47,51,47,NA
"2021-03-31T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,3668,20690,3298,10423,2901,1275,471,286,424,152,NA
"2021-03-31T12:15:00+02:00",DEUTSCHLAND,KINDER,356,12,1950,866,434,827,240,204,48,57,47,NA
"2021-04-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,3719,20573,3318,10430,2860,1268,460,302,422,149,NA
"2021-04-01T12:15:00+02:00",DEUTSCHLAND,KINDER,356,11,1938,859,434,826,228,206,48,55,47,NA
"2021-04-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,3839,20261,3530,10466,2957,1281,451,317,420,142,NA
"2021-04-02T12:15:00+02:00",DEUTSCHLAND,KINDER,356,11,1938,869,431,816,228,205,49,55,47,NA
"2021-04-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,3905,19822,3870,10499,3087,1315,456,311,420,143,NA
"2021-04-03T12:15:00+02:00",DEUTSCHLAND,KINDER,356,12,1901,904,430,846,234,206,53,49,48,NA
"2021-04-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,4047,19770,3901,10490,3064,1265,443,312,429,146,NA
"2021-04-04T12:15:00+02:00",DEUTSCHLAND,KINDER,356,13,1914,895,433,824,231,207,51,49,49,NA
"2021-04-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1328,4152,19853,3771,10454,3007,1217,430,318,425,155,NA
"2021-04-05T12:15:00+02:00",DEUTSCHLAND,KINDER,353,12,1873,886,438,851,240,202,54,48,49,NA
"2021-04-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4342,20336,3417,10419,2880,1213,433,316,431,152,NA
"2021-04-06T12:15:00+02:00",DEUTSCHLAND,KINDER,355,15,1887,913,440,870,248,205,53,47,50,NA
"2021-04-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4428,20770,3101,10435,2725,1162,431,299,456,146,NA
"2021-04-07T12:15:00+02:00",DEUTSCHLAND,KINDER,355,15,1873,923,440,882,239,207,51,46,51,NA
"2021-04-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4461,20876,2983,10389,2631,1149,419,301,464,149,NA
"2021-04-08T12:15:00+02:00",DEUTSCHLAND,KINDER,353,16,1878,901,428,851,231,201,56,45,51,NA
"2021-04-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4501,20890,2912,10397,2653,1122,410,292,486,145,NA
"2021-04-09T12:15:00+02:00",DEUTSCHLAND,KINDER,353,14,1883,905,426,864,227,205,53,44,51,NA
"2021-04-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4517,20592,3110,10405,2731,1158,385,308,488,152,NA
"2021-04-10T12:15:00+02:00",DEUTSCHLAND,KINDER,353,18,1849,938,423,877,229,199,58,43,53,NA
"2021-04-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4566,20211,3423,10412,2849,1227,397,301,484,151,NA
"2021-04-11T12:15:00+02:00",DEUTSCHLAND,KINDER,353,19,1859,935,427,854,227,197,57,44,55,NA
"2021-04-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4642,20505,3265,10363,2780,1170,421,293,476,142,NA
"2021-04-12T12:15:00+02:00",DEUTSCHLAND,KINDER,357,20,1867,958,436,885,235,202,53,48,54,NA
"2021-04-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4668,21007,2897,10323,2622,1101,403,308,480,141,NA
"2021-04-13T12:15:00+02:00",DEUTSCHLAND,KINDER,357,24,1907,913,433,852,223,201,53,49,54,NA
"2021-04-14T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4653,21052,2863,10304,2614,1129,402,303,480,147,NA
"2021-04-14T12:15:00+02:00",DEUTSCHLAND,KINDER,357,27,1913,906,435,850,217,196,51,53,57,NA
"2021-04-15T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,4658,20948,2960,10278,2647,1175,409,298,480,144,NA
"2021-04-15T12:15:00+02:00",DEUTSCHLAND,KINDER,357,26,1931,894,436,843,225,199,47,56,55,NA
"2021-04-16T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,4714,20988,2898,10232,2606,1174,410,295,481,144,NA
"2021-04-16T12:15:00+02:00",DEUTSCHLAND,KINDER,357,26,1915,906,432,836,222,197,49,56,55,NA
"2021-04-17T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,4760,20625,3111,10252,2687,1184,390,296,494,150,NA
"2021-04-17T12:15:00+02:00",DEUTSCHLAND,KINDER,357,26,1915,906,434,796,218,192,52,56,57,NA
"2021-04-18T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,4818,20215,3387,10259,2827,1254,392,294,501,143,NA
"2021-04-18T12:15:00+02:00",DEUTSCHLAND,KINDER,357,26,1907,909,434,812,220,200,48,54,55,NA
"2021-04-19T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1330,4910,20463,3343,10219,2856,1235,399,286,504,141,NA
"2021-04-19T12:15:00+02:00",DEUTSCHLAND,KINDER,357,22,1899,919,431,816,226,205,48,50,54,NA
"2021-04-20T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,4951,20973,2953,10167,2690,1165,396,287,512,136,NA
"2021-04-20T12:15:00+02:00",DEUTSCHLAND,KINDER,357,17,1912,899,439,811,232,207,47,52,51,NA
"2021-04-21T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4970,21091,2818,10194,2550,1130,411,279,510,132,NA
"2021-04-21T12:15:00+02:00",DEUTSCHLAND,KINDER,357,18,1915,911,438,828,235,210,45,51,51,NA
"2021-04-22T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5034,21109,2832,10152,2555,1129,404,276,516,136,NA
"2021-04-22T12:15:00+02:00",DEUTSCHLAND,KINDER,357,16,1913,902,436,806,239,206,43,54,54,NA
"2021-04-23T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5037,21073,2828,10140,2601,1162,402,278,511,141,NA
"2021-04-23T12:15:00+02:00",DEUTSCHLAND,KINDER,357,17,1929,885,436,799,235,205,44,53,55,NA
"2021-04-24T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5008,20788,2979,10156,2656,1198,407,264,519,142,NA
"2021-04-24T12:15:00+02:00",DEUTSCHLAND,KINDER,357,17,1930,869,436,787,228,202,38,62,55,NA
"2021-04-25T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5040,20494,3219,10149,2751,1206,396,274,521,141,NA
"2021-04-25T12:15:00+02:00",DEUTSCHLAND,KINDER,358,12,1924,878,436,789,230,204,38,62,54,NA
"2021-04-26T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5106,20715,3150,10089,2737,1204,405,287,504,136,NA
"2021-04-26T12:15:00+02:00",DEUTSCHLAND,KINDER,358,14,1921,884,438,801,226,206,36,61,55,NA
"2021-04-27T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,5050,21076,2835,9992,2583,1187,390,289,517,135,NA
"2021-04-27T12:15:00+02:00",DEUTSCHLAND,KINDER,358,14,1882,926,444,833,236,207,40,59,52,NA
"2021-04-28T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,5033,21199,2725,9976,2460,1143,395,282,521,133,NA
"2021-04-28T12:15:00+02:00",DEUTSCHLAND,KINDER,358,13,1925,888,438,802,221,211,37,58,52,NA
"2021-04-29T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1331,5019,21208,2750,10016,2490,1143,382,281,533,135,NA
"2021-04-29T12:15:00+02:00",DEUTSCHLAND,KINDER,358,14,1924,906,437,780,225,210,39,57,52,NA
"2021-04-30T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,5011,21265,2693,10051,2457,1103,390,299,511,133,NA
"2021-04-30T12:15:00+02:00",DEUTSCHLAND,KINDER,358,13,1928,901,443,780,218,208,38,58,54,NA
"2021-05-01T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4998,20841,2885,10040,2478,1106,380,294,526,133,NA
"2021-05-01T12:15:00+02:00",DEUTSCHLAND,KINDER,358,11,1923,900,447,764,215,202,42,60,54,NA
"2021-05-02T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,5018,20526,3120,10081,2549,1141,378,297,525,132,NA
"2021-05-02T12:15:00+02:00",DEUTSCHLAND,KINDER,357,10,1904,914,445,760,217,201,41,61,54,NA
"2021-05-03T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4997,20667,3143,10049,2588,1163,397,290,518,127,NA
"2021-05-03T12:15:00+02:00",DEUTSCHLAND,KINDER,357,10,1867,938,445,801,223,202,41,60,54,NA
"2021-05-04T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4945,21001,2834,10070,2473,1135,395,288,521,128,NA
"2021-05-04T12:15:00+02:00",DEUTSCHLAND,KINDER,356,9,1873,929,440,821,235,200,41,57,58,NA
"2021-05-05T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4829,21124,2708,10079,2443,1102,388,289,526,130,NA
"2021-05-05T12:15:00+02:00",DEUTSCHLAND,KINDER,356,10,1893,917,438,785,215,204,39,59,54,NA
"2021-05-06T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4756,20948,2838,10074,2521,1162,388,296,521,128,NA
"2021-05-06T12:15:00+02:00",DEUTSCHLAND,KINDER,357,10,1917,895,445,788,216,204,39,60,54,NA
"2021-05-07T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4662,20951,2756,10084,2475,1144,381,288,529,135,NA
"2021-05-07T12:15:00+02:00",DEUTSCHLAND,KINDER,357,10,1928,878,445,778,217,203,41,59,54,NA
"2021-05-08T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4596,20506,3032,10163,2598,1171,392,275,525,141,NA
"2021-05-08T12:15:00+02:00",DEUTSCHLAND,KINDER,357,11,1895,913,445,792,217,198,45,58,56,NA
"2021-05-09T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4569,20146,3299,10159,2738,1228,398,273,527,135,NA
"2021-05-09T12:15:00+02:00",DEUTSCHLAND,KINDER,357,14,1919,893,443,782,216,200,42,57,58,NA
"2021-05-10T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4571,20510,3058,10138,2618,1186,400,280,518,135,NA
"2021-05-10T12:15:00+02:00",DEUTSCHLAND,KINDER,357,11,1897,920,442,806,223,198,49,53,57,NA
"2021-05-11T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4449,20820,2813,10116,2496,1170,383,279,536,135,NA
"2021-05-11T12:15:00+02:00",DEUTSCHLAND,KINDER,357,11,1916,896,441,789,220,200,48,54,55,NA
"2021-05-12T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1333,4361,20905,2771,10092,2485,1139,402,281,517,133,NA
"2021-05-12T12:15:00+02:00",DEUTSCHLAND,KINDER,357,13,1911,902,437,804,220,202,46,53,56,NA
"2021-05-13T12:15:00+02:00",DEUTSCHLAND,ERWACHSENE,1332,4244,20513,2996,10112,2615,1155,392,284,523,133,NA
"2021-05-13T12:15:00+02:00",DEUTSCHLAND,KINDER,357,11,1919,889,435,796,217,203,47,52,55,NA
